"sampleId","displayOrder","run","rating","position","removableLabel","stepTypeLabel","controlCorrect","deletedCorrect","transition","controlTokens","deletedTokens","tokensSaved","controlStatus","deletedStatus","controlFinalAnswer","deletedFinalAnswer","groundTruthAnswer","controlJudgeReason","deletedJudgeReason"
"prm-49db7302a176b729","156","1","0","early","yes","harmful","True","False","correct_to_wrong","357","342","15","completed","completed","81","9","81","The candidate answer matches the reference answer.","The candidate answer 9 is not mathematically equivalent to the reference answer 81."
"prm-9d7450aa50a1cc3f","157","1","-1","middle","no","harmful","True","True","still_correct","100","132","-32","completed","completed","2","2","2","The candidate answer matches the reference answer.","The candidate answer matches the reference answer."
"prm-24a570f07e4ce807","158","1","1","late","yes","redundant","True","False","correct_to_wrong","97","130","-33","completed","completed","$3\sqrt{13}$","$3	ext{sqrt}(13)$","3\sqrt{13}","The candidate answer matches the reference answer.","The candidate answer uses a different notation (\text{sqrt}) compared to the reference answer (\sqrt), which is not acceptable."
"prm-2e5c19fc0f94ad0f","162","1","1","middle","yes","redundant","False","True","wrong_to_correct","107","107","0","completed","completed","{3, 5, 7, 11, 13, 17, 19, 23, 29}","9","9","The candidate answer is incorrect. The reference answer is the number of elements, which is 9, not the set itself.","The candidate answer matches the reference answer."
"prm-b659045eab2bbc92","163","1","0","early","yes","harmful","True","True","still_correct","98","132","-34","completed","completed","326.5","326.5","326.5","Both answers are equal.","The candidate answer matches the reference answer."
"prm-42aea905c1b49570","165","1","0","middle","yes","redundant","True","True","still_correct","71","119","-48","completed","completed","2","2","2","The candidate answer matches the reference answer.","The candidate answer is mathematically equivalent to the reference answer."
"prm-db5fb9c45b89211e","166","1","1","middle","no","essential","True","False","correct_to_wrong","191","132","59","completed","completed","(8, -2)","(4, -2)","(8,-2)","The candidate answer (8, -2) is mathematically equivalent to the reference answer (8,-2).","The candidate answer (4, -2) is not equidistant from A(10,-10) and O(0,0). The reference answer (8,-2) satisfies PA=PO."
"prm-a17bb33b5cced852","169","1","1","late","yes","redundant","True","True","still_correct","132","145","-13","completed","completed","\frac{14}{3}","\frac{14}{3}","\frac{14}{3}","The candidate answer matches the reference answer.","The candidate answer matches the reference answer."
"prm-57b082ca295d4211","170","1","0","late","yes","redundant","True","True","still_correct","103","71","32","completed","completed","256","256","256","The candidate answer matches the reference answer.","The candidate answer matches the reference answer."
"prm-67c15cd755da8374","171","1","1","early","no","essential","True","True","still_correct","311","354","-43","completed","completed","$(-\infty, 2) \cup (3, \infty)$","$(-\infty, 2) \cup (3, \infty)$","(-\infty, 2) \cup (3, \infty)","Both the reference answer and candidate answer are $(-\infty, 2) \cup (3, \infty)$.","The candidate answer matches the reference answer."
"prm-0c1ebea011e80ccd","172","1","-1","middle","no","harmful","False","True","wrong_to_correct","206","95","111","completed","completed","$-rac{	heta}{6}$","-\frac{\pi}{6}","-\frac{\pi}{6}","The candidate answer is not mathematically equivalent to the reference answer.","The candidate answer is mathematically equivalent to the reference answer."
"prm-b2a4ce5f01127d75","173","1","1","late","yes","redundant","True","True","still_correct","71","81","-10","completed","completed","2","2","2","The candidate answer matches the reference answer.","The candidate answer matches the reference answer."
"prm-1ef2f094b18fa4d5","178","1","-1","early","no","harmful","True","True","still_correct","459","441","18","completed","completed","25","25","25","The candidate answer is mathematically equivalent to the reference answer.","The candidate answer matches the reference answer."
"prm-b4ce181080c6935d","179","1","-1","middle","yes","redundant","True","False","correct_to_wrong","327","326","1","completed","completed","\boxed{\frac{1}{3}}","\boxed{\frac{1}{3}}","\frac{1}{3}","Both answers are equal.","The candidate answer includes a box, but the reference answer does not. The value is correct, but the formatting is different."
"prm-e5218a9b5d49ef04","180","1","-1","early","no","harmful","False","True","wrong_to_correct","108","206","-98","completed","completed","$x = 1$","$x = 2$","2","The reference answer is 2, but the candidate answer is $x = 1$.","The candidate answer matches the reference answer."
"prm-934ae181dbf1e5d6","181","1","-1","late","no","harmful","True","True","still_correct","133","83","50","logical_break","completed","121","121","121","The candidate answer matches the reference answer.","The candidate answer is mathematically equivalent to the reference answer."
"prm-4a41ea6ca0473740","182","1","0","late","yes","redundant","False","True","wrong_to_correct","263","444","-181","completed","completed","1","1","6","The candidate answer 1 is not mathematically equivalent to the reference answer 6.","The candidate answer matches the reference answer."
"prm-df9bfb129e27eea5","183","1","0","middle","no","harmful","True","True","still_correct","558","492","66","completed","completed","6","6","6","The candidate answer matches the reference answer.","The candidate answer matches the reference answer."
"prm-cfbe55fef530eeea","184","1","1","early","no","essential","True","True","still_correct","308","143","165","completed","completed","0","0","0","The candidate answer is mathematically equivalent to the reference answer.","The candidate answer is mathematically equivalent to the reference answer."
"prm-17ba4f9e4d89154f","186","1","-1","late","no","harmful","False","True","wrong_to_correct","96","119","-23","completed","completed","17","23","23","The candidate answer does not match the reference answer.","The candidate answer matches the reference answer."
"prm-6a5663499dcdfb6e","187","1","1","early","no","essential","False","True","wrong_to_correct","269","306","-37","completed","completed","\frac{17}{50}","\frac{34}{100} = \frac{17}{50}","\dfrac{17}{50}","The correct answer is $\dfrac{1}{8}$, not $\dfrac{\sqrt{5} - 1}{8}$.","The candidate answer is algebraically equivalent to the reference answer."
"prm-9e945c5a20713eba","188","1","0","late","no","essential","True","True","still_correct","78","81","-3","completed","completed","25","25","25","The candidate answer matches the reference answer.","The candidate answer is mathematically equivalent to the reference answer."
"prm-61fb797f33ef26d1","190","1","-1","late","no","harmful","True","True","still_correct","137","127","10","completed","completed","9","9","9","The candidate answer matches the reference answer.","Both answers are the same."
"prm-d828d740ba9cd096","191","1","1","early","no","essential","True","True","still_correct","306","199","107","completed","completed","$4343_6$","$4343_6$","4343_6","The candidate answer matches the reference answer.","The candidate answer matches the reference answer."
"prm-81dd96c2af2f5b96","192","1","1","early","no","essential","False","True","wrong_to_correct","355","1119","-764","completed","completed","\begin{pmatrix} -\frac{16}{5} \\ \frac{12}{5} \\ \end{pmatrix}","\begin{pmatrix} \frac{1}{5} \\ -\frac{18}{5} \end{pmatrix}","\begin{pmatrix} 1/5 \\ -18/5 \end{pmatrix}","The candidate answer is incorrect. The correct answer is \begin{pmatrix} 1/5 \\ -18/5 \end{pmatrix}.","The candidate answer is mathematically equivalent to the reference answer."
"prm-569d7cf9abe65f34","194","1","1","early","no","essential","False","True","wrong_to_correct","2048","198","1850","cannot_continue","completed","","5","x=5","No candidate final answer was produced.","The candidate answer matches the reference answer."
"prm-51383cc20140c6d4","195","1","0","middle","yes","redundant","True","True","still_correct","260","260","0","completed","completed","59","59","59","Both answers are equal.","The candidate answer matches the reference answer."
"prm-738ac1e91010e501","197","1","1","early","yes","redundant","True","True","still_correct","138","93","45","completed","completed","6","x = 6","6","The candidate answer matches the reference answer.","The candidate answer is mathematically equivalent to the reference answer."
"prm-ebe33b841de11dec","198","1","1","late","no","essential","True","True","still_correct","79","87","-8","completed","completed","56","56","56","The candidate answer 56 is mathematically equivalent to the reference answer 56.","The candidate answer matches the reference answer."
"prm-178620daeb1c879c","199","1","1","late","no","essential","True","True","still_correct","160","81","79","completed","completed","(15, -29)","(15, -29)","(15,-29)","The candidate answer matches the reference answer.","The candidate answer matches the reference answer."
"prm-48b0d62a1035c5eb","201","1","-1","early","no","harmful","True","True","still_correct","254","212","42","completed","completed","24","24","24","The candidate answer matches the reference answer.","The candidate answer matches the reference answer."
"prm-1eb61d347e7307c6","202","1","1","late","yes","redundant","True","True","still_correct","104","134","-30","completed","completed","5","5","5","The candidate answer matches the reference answer.","The candidate answer matches the reference answer."
"prm-7616aa089b45809c","204","1","0","late","no","essential","True","True","still_correct","129","64","65","completed","completed","3","3","3","The candidate answer matches the reference answer.","The candidate answer is mathematically equivalent to the reference answer."
"prm-32ce22f0573267db","206","1","1","early","yes","redundant","False","True","wrong_to_correct","226","254","-28","completed","completed","2","3","3","The candidate answer is 2, but the reference answer is 3, which is not mathematically equivalent.","Both answers are the same."
