sample_key,subset,step_class,target_index,total_steps,position_bin,source_generator,gold_source,final_answer_correct,placebo_eligible,placebo_indices
omnimath|omnimath-469,omnimath,first_error,4,23,early,Llama-3.1-70B-Instruct,dataset,0,0,[]
omnimath|omnimath-209,omnimath,first_error,1,7,early,Llama-3.1-70B-Instruct,dataset,0,1,"[3, 5]"
omnimath|omnimath-533,omnimath,first_error,1,8,early,Llama-3.1-70B-Instruct,dataset,1,1,[0]
omnimath|omnimath-821,omnimath,first_error,1,5,early,Qwen2.5-Math-7B-Instruct,dataset,1,1,[3]
omnimath|omnimath-314,omnimath,first_error,2,14,early,Llama-3.1-70B-Instruct,dataset,0,1,"[1, 3, 6]"
omnimath|omnimath-129,omnimath,first_error,2,11,early,Llama-3.1-70B-Instruct,dataset,0,1,"[0, 4]"
omnimath|omnimath-245,omnimath,first_error,2,9,early,Qwen2.5-Math-72B-Instruct,dataset,0,1,[4]
omnimath|omnimath-124,omnimath,first_error,1,6,early,Qwen2.5-Math-7B-Instruct,dataset,0,0,[]
omnimath|omnimath-460,omnimath,first_error,2,9,early,Llama-3.1-70B-Instruct,dataset,0,1,"[1, 0, 6]"
omnimath|omnimath-62,omnimath,first_error,1,6,early,Llama-3.1-70B-Instruct,dataset,0,1,"[2, 3, 5]"
omnimath|omnimath-631,omnimath,first_error,1,9,early,Qwen2.5-Math-7B-Instruct,dataset,1,0,[]
omnimath|omnimath-895,omnimath,first_error,1,9,early,Llama-3.1-70B-Instruct,dataset,1,1,"[2, 6]"
omnimath|omnimath-144,omnimath,first_error,2,10,early,Llama-3.1-70B-Instruct,dataset,0,1,[6]
omnimath|omnimath-163,omnimath,first_error,4,9,middle,Qwen2.5-Math-7B-Instruct,dataset,0,0,[]
omnimath|omnimath-27,omnimath,first_error,3,7,middle,Qwen2.5-Math-7B-Instruct,dataset,0,1,"[4, 1]"
omnimath|omnimath-258,omnimath,first_error,2,5,middle,Qwen2.5-Math-72B-Instruct,dataset,0,1,[0]
omnimath|omnimath-535,omnimath,first_error,2,6,middle,Llama-3.1-70B-Instruct,dataset,1,1,"[3, 0, 5]"
omnimath|omnimath-854,omnimath,first_error,3,6,middle,Llama-3.1-70B-Instruct,dataset,1,1,"[4, 1]"
omnimath|omnimath-709,omnimath,first_error,1,4,middle,Qwen2.5-Math-72B-Instruct,dataset,1,1,[2]
omnimath|omnimath-37,omnimath,first_error,1,4,middle,Qwen2.5-Math-7B-Instruct,dataset,0,0,[]
omnimath|omnimath-961,omnimath,first_error,2,6,middle,Qwen2.5-Math-7B-Instruct,dataset,1,1,"[1, 3, 4]"
omnimath|omnimath-891,omnimath,first_error,2,5,middle,Qwen2.5-Math-72B-Instruct,dataset,1,1,[3]
omnimath|omnimath-25,omnimath,first_error,5,10,middle,Qwen2.5-Math-72B-Instruct,dataset,0,1,[6]
omnimath|omnimath-385,omnimath,first_error,4,8,middle,Qwen2.5-Math-7B-Instruct,dataset,0,1,"[3, 6]"
omnimath|omnimath-665,omnimath,first_error,2,5,middle,Qwen2.5-Math-7B-Instruct,dataset,1,0,[]
omnimath|omnimath-299,omnimath,first_error,3,6,middle,Llama-3.1-70B-Instruct,dataset,0,1,"[2, 4, 1]"
omnimath|omnimath-33,omnimath,first_error,4,6,late,Qwen2.5-Math-72B-Instruct,dataset,0,0,[]
omnimath|omnimath-729,omnimath,first_error,3,5,late,Qwen2.5-Math-72B-Instruct,dataset,1,1,"[2, 1, 0]"
omnimath|omnimath-175,omnimath,first_error,2,4,late,Qwen2.5-Math-7B-Instruct,dataset,0,0,[]
omnimath|omnimath-598,omnimath,first_error,5,8,late,Qwen2.5-Math-72B-Instruct,dataset,1,1,[6]
omnimath|omnimath-57,omnimath,first_error,4,6,late,Qwen2.5-Math-7B-Instruct,dataset,0,1,[1]
omnimath|omnimath-312,omnimath,first_error,3,4,late,Llama-3.1-70B-Instruct,dataset,0,1,[0]
omnimath|omnimath-770,omnimath,first_error,4,6,late,Qwen2.5-Math-7B-Instruct,dataset,1,0,[]
omnimath|omnimath-934,omnimath,first_error,5,8,late,Llama-3.1-70B-Instruct,dataset,1,1,[6]
omnimath|omnimath-479,omnimath,first_error,7,11,late,Qwen2.5-Math-7B-Instruct,dataset,0,0,[]
omnimath|omnimath-261,omnimath,first_error,18,19,late,Qwen2.5-Math-72B-Instruct,dataset,0,0,[]
omnimath|omnimath-621,omnimath,first_error,4,7,late,Qwen2.5-Math-72B-Instruct,dataset,1,1,[0]
omnimath|omnimath-160,omnimath,first_error,10,13,late,Qwen2.5-Math-72B-Instruct,dataset,0,1,[2]
omnimath|omnimath-729|s0,omnimath,locally_correct_pre_error,0,5,early,Qwen2.5-Math-72B-Instruct,dataset,1,1,"[1, 2, 3]"
omnimath|omnimath-469|s1,omnimath,locally_correct_pre_error,1,23,early,Llama-3.1-70B-Instruct,dataset,0,1,"[7, 9, 14]"
omnimath|omnimath-163|s1,omnimath,locally_correct_pre_error,1,9,early,Qwen2.5-Math-7B-Instruct,dataset,0,1,[8]
omnimath|omnimath-27|s0,omnimath,locally_correct_pre_error,0,7,early,Qwen2.5-Math-7B-Instruct,dataset,0,0,[]
omnimath|omnimath-314|s0,omnimath,locally_correct_pre_error,0,14,early,Llama-3.1-70B-Instruct,dataset,0,1,[13]
omnimath|omnimath-129|s0,omnimath,locally_correct_pre_error,0,11,early,Llama-3.1-70B-Instruct,dataset,0,1,"[2, 4, 6]"
omnimath|omnimath-258|s1,omnimath,locally_correct_pre_error,1,5,early,Qwen2.5-Math-72B-Instruct,dataset,0,1,[3]
omnimath|omnimath-535|s0,omnimath,locally_correct_pre_error,0,6,early,Llama-3.1-70B-Instruct,dataset,1,1,"[2, 3]"
omnimath|omnimath-175|s0,omnimath,locally_correct_pre_error,0,4,early,Qwen2.5-Math-7B-Instruct,dataset,0,0,[]
omnimath|omnimath-245|s0,omnimath,locally_correct_pre_error,0,9,early,Qwen2.5-Math-72B-Instruct,dataset,0,1,"[1, 3, 5]"
omnimath|omnimath-854|s0,omnimath,locally_correct_pre_error,0,6,early,Llama-3.1-70B-Instruct,dataset,1,0,[]
omnimath|omnimath-460|s1,omnimath,locally_correct_pre_error,1,9,early,Llama-3.1-70B-Instruct,dataset,0,1,"[2, 6]"
omnimath|omnimath-598|s1,omnimath,locally_correct_pre_error,1,8,early,Qwen2.5-Math-72B-Instruct,dataset,1,1,[0]
omnimath|omnimath-33|s2,omnimath,locally_correct_pre_error,2,6,middle,Qwen2.5-Math-72B-Instruct,dataset,0,0,[]
omnimath|omnimath-748,omnimath,locally_correct,1,4,middle,Llama-3.1-70B-Instruct,dataset,1,0,[]
omnimath|omnimath-616,omnimath,locally_correct,1,4,middle,Qwen2.5-Math-72B-Instruct,dataset,1,1,"[0, 2]"
omnimath|omnimath-768,omnimath,locally_correct,3,7,middle,Qwen2.5-Math-7B-Instruct,dataset,1,1,"[4, 5]"
omnimath|omnimath-818,omnimath,locally_correct,6,11,middle,Qwen2.5-Math-7B-Instruct,dataset,1,1,"[7, 3, 2]"
omnimath|omnimath-940,omnimath,locally_correct,4,9,middle,Llama-3.1-70B-Instruct,dataset,1,1,[5]
omnimath|omnimath-716,omnimath,locally_correct,1,4,middle,Llama-3.1-70B-Instruct,dataset,1,1,"[0, 2, 3]"
omnimath|omnimath-25|s4,omnimath,locally_correct_pre_error,4,10,middle,Qwen2.5-Math-72B-Instruct,dataset,0,0,[]
omnimath|omnimath-424,omnimath,locally_correct_pre_error,2,7,middle,Qwen2.5-Math-72B-Instruct,dataset,0,1,[0]
omnimath|omnimath-506,omnimath,locally_correct_pre_error,3,9,middle,Qwen2.5-Math-72B-Instruct,dataset,1,1,"[2, 5]"
omnimath|omnimath-929,omnimath,locally_correct,4,10,middle,Qwen2.5-Math-72B-Instruct,dataset,1,1,"[8, 9]"
omnimath|omnimath-914,omnimath,locally_correct,2,6,middle,Qwen2.5-Math-72B-Instruct,dataset,1,1,"[1, 0]"
omnimath|omnimath-935,omnimath,locally_correct,7,11,late,Qwen2.5-Math-72B-Instruct,dataset,1,1,[6]
omnimath|omnimath-762,omnimath,locally_correct,3,5,late,Llama-3.1-70B-Instruct,dataset,1,1,"[2, 1, 0]"
omnimath|omnimath-312|s2,omnimath,locally_correct_pre_error,2,4,late,Llama-3.1-70B-Instruct,dataset,0,0,[]
omnimath|omnimath-564,omnimath,locally_correct,8,10,late,Qwen2.5-Math-72B-Instruct,dataset,1,1,"[9, 6, 4]"
omnimath|omnimath-565,omnimath,locally_correct,6,8,late,Qwen2.5-Math-72B-Instruct,dataset,1,1,[4]
omnimath|omnimath-261|s14,omnimath,locally_correct_pre_error,14,19,late,Qwen2.5-Math-72B-Instruct,dataset,0,1,"[13, 15, 12]"
omnimath|omnimath-978,omnimath,locally_correct,5,8,late,Qwen2.5-Math-7B-Instruct,dataset,1,1,"[4, 3]"
omnimath|omnimath-795,omnimath,locally_correct,2,4,late,Qwen2.5-Math-72B-Instruct,dataset,1,0,[]
omnimath|omnimath-949,omnimath,locally_correct,6,7,late,Qwen2.5-Math-7B-Instruct,dataset,1,0,[]
omnimath|omnimath-328,omnimath,locally_correct_pre_error,4,7,late,Qwen2.5-Math-7B-Instruct,dataset,0,1,"[2, 1]"
omnimath|omnimath-809,omnimath,locally_correct,2,3,late,Qwen2.5-Math-72B-Instruct,dataset,1,0,[]
omnimath|omnimath-831,omnimath,locally_correct,7,8,late,Qwen2.5-Math-7B-Instruct,dataset,1,0,[]
