output_id,condition,judge_label,det_label,det_tier,candidate,truth
prm-b4172ae8c86b6f76|run2|control,control,1,0,mismatch,$x = 9$,9
prm-a9006452bf5662ee|run1|control,control,1,0,mismatch,$x = 11$,11
prm-a9006452bf5662ee|run2|control,control,1,0,mismatch,$x = 11$,11
prm-a9006452bf5662ee|run3|control,control,1,0,mismatch,$x = 11$,11
prm-a9006452bf5662ee|run3|deleted,target_delete,1,0,mismatch,$x = 11$,11
prm-a9006452bf5662ee|placebo4|step6,placebo_delete,1,0,mismatch,$x = 11$,11
prm-7a422bc7fddfdf54|run2|control,control,1,0,mismatch,14,40
prm-2d6ec7aa85de8014|run1|deleted,target_delete,1,0,mismatch,\sqrt{f(16)} = \sqrt{2^{16}} = \sqrt{65536} = 256,256
prm-2d6ec7aa85de8014|run2|deleted,target_delete,1,0,mismatch,\sqrt{f(16)} = \sqrt{2^{16}} = \sqrt{65536} = 256,256
prm-2d6ec7aa85de8014|run3|deleted,target_delete,1,0,mismatch,\sqrt{f(16)} = \sqrt{2^{16}} = \sqrt{65536} = 256,256
prm-2d6ec7aa85de8014|run4|deleted,target_delete,1,0,mismatch,\sqrt{f(16)} = \sqrt{2^{16}} = \sqrt{65536} = 256,256
prm-e3b1b8595fa68428|placebo1|step10,placebo_delete,1,0,mismatch,$(b + 2)(a + 5)$,(a+5)(b+2)
prm-e3b1b8595fa68428|placebo3|step11,placebo_delete,1,0,mismatch,(b+2)(a+5),(a+5)(b+2)
prm-5bd12286ca047ec0|run3|deleted,target_delete,1,0,mismatch,-3 + 2 + 12 + 5 = 16,16
prm-5bd12286ca047ec0|run4|deleted,target_delete,1,0,mismatch,h + k + a + b = -3 + 2 + 12 + 5 = 16,16
prm-5bd12286ca047ec0|placebo1|step6,placebo_delete,1,0,mismatch,h + k + a + b = -3 + 2 + 12 + 5 = 16,16
prm-5da3ed1afff5caaa|run1|control,control,1,0,mismatch,\frac{1}{9} - 4 = -\frac{35}{9},-\frac{35}{9}
prm-5da3ed1afff5caaa|run2|control,control,1,0,mismatch,\frac{1}{9} - 4 = -\frac{35}{9},-\frac{35}{9}
prm-91df52b1208ea81d|run1|control,control,1,0,mismatch,2 * 5! * 5! = 2 * 120 * 120 = 28800,28800
prm-91df52b1208ea81d|run1|deleted,target_delete,1,0,mismatch,2 × 5! × 5! = 2 × 120 × 120 = 28800,28800
prm-91df52b1208ea81d|run2|control,control,1,0,mismatch,2 * 5! * 5! = 2 * 120 * 120 = 28800,28800
prm-91df52b1208ea81d|run2|deleted,target_delete,1,0,mismatch,2 × 5! × 5! = 2 × 120 × 120 = 28800,28800
prm-91df52b1208ea81d|run3|control,control,1,0,mismatch,2 * 5! * 5! = 2 * 120 * 120 = 28800,28800
prm-91df52b1208ea81d|run3|deleted,target_delete,1,0,mismatch,2 × 5! × 5! = 2 × 120 × 120 = 28800,28800
prm-91df52b1208ea81d|run4|control,control,1,0,mismatch,2 * 5! * 5! = 2 * 120 * 120 = 28800,28800
prm-91df52b1208ea81d|run4|deleted,target_delete,1,0,mismatch,2 × 5! × 5! = 2 × 120 × 120 = 28800,28800
prm-91df52b1208ea81d|placebo1|step6,placebo_delete,1,0,mismatch,2 * 5! * 5! = 2 * 120 * 120 = 28800,28800
prm-91df52b1208ea81d|placebo2|step4,placebo_delete,1,0,mismatch,2 * 5! * 5! = 2 * 120 * 120 = 28800,28800
prm-951e8e518dae1077|run1|deleted,target_delete,1,0,mismatch,$ rac{13}{15}$,\frac{13}{15}
prm-951e8e518dae1077|run2|deleted,target_delete,1,0,mismatch,$ rac{13}{15}$,\frac{13}{15}
prm-951e8e518dae1077|run3|deleted,target_delete,1,0,mismatch,$ rac{13}{15}$,\frac{13}{15}
prm-951e8e518dae1077|run4|deleted,target_delete,1,0,mismatch,$ rac{13}{15}$,\frac{13}{15}
prm-951e8e518dae1077|placebo3|step6,placebo_delete,1,0,mismatch,$ rac{13}{15}$,\frac{13}{15}
prm-7f470224e279c9a5|placebo1|step0,placebo_delete,1,0,mismatch,The minimum value is $16$,16
prm-64b92977ff492b9b|placebo2|step1,placebo_delete,1,0,mismatch,"From the constant term equation $-2a = 6$, we get $a = -3$. Substituting $a = -3",-1
prm-d4926e70a53c8c17|placebo3|step5,placebo_delete,1,0,mismatch,The simplified expression is $2+ ext{something}- ext{something}- ext{something}$,13
prm-4d125d919f106dbe|placebo1|step9,placebo_delete,1,0,mismatch,$137 rac{1}{2}$,137 \frac{1}{2}
prm-b46df73b9c7f1dd9|run1|deleted,target_delete,1,0,mismatch,\frac{3}{4},\frac 34
prm-b46df73b9c7f1dd9|run2|deleted,target_delete,1,0,mismatch,\frac{3}{4},\frac 34
prm-b46df73b9c7f1dd9|run3|deleted,target_delete,1,0,mismatch,\frac{3}{4},\frac 34
prm-b46df73b9c7f1dd9|run4|deleted,target_delete,1,0,mismatch,\frac{3}{4},\frac 34
prm-b46df73b9c7f1dd9|placebo1|step0,placebo_delete,1,0,mismatch,\frac{3}{4},\frac 34
prm-9ceaed5b974155d1|run1|control,control,1,0,mismatch,ellipse,\text{ellipse}
prm-9ceaed5b974155d1|run1|deleted,target_delete,1,0,mismatch,ellipse,\text{ellipse}
prm-9ceaed5b974155d1|run2|control,control,1,0,mismatch,ellipse,\text{ellipse}
prm-9ceaed5b974155d1|run2|deleted,target_delete,1,0,mismatch,ellipse,\text{ellipse}
prm-9ceaed5b974155d1|run3|control,control,1,0,mismatch,ellipse,\text{ellipse}
prm-9ceaed5b974155d1|run3|deleted,target_delete,1,0,mismatch,ellipse,\text{ellipse}
prm-9ceaed5b974155d1|run4|control,control,1,0,mismatch,ellipse,\text{ellipse}
prm-9ceaed5b974155d1|run4|deleted,target_delete,1,0,mismatch,ellipse,\text{ellipse}
prm-158ef0683bb8bf70|placebo2|step6,placebo_delete,1,0,mismatch,oxed{11},11
prm-e9f04531a844d980|run1|deleted,target_delete,1,0,mismatch,$4210_5$,4210_{5}
prm-e9f04531a844d980|run2|deleted,target_delete,1,0,mismatch,$4210_5$,4210_{5}
prm-e9f04531a844d980|run3|deleted,target_delete,1,0,mismatch,$4210_5$,4210_{5}
prm-e9f04531a844d980|run4|deleted,target_delete,1,0,mismatch,$4210_5$,4210_{5}
prm-e9f04531a844d980|placebo1|step1,placebo_delete,1,0,mismatch,$4210_5$,4210_{5}
prm-9db27c5e8855d8c2|run1|deleted,target_delete,1,0,mismatch,The minimum value is $16$,16
prm-9db27c5e8855d8c2|run3|deleted,target_delete,1,0,mismatch,The minimum value is $16$,16
prm-9db27c5e8855d8c2|run4|deleted,target_delete,1,0,mismatch,The minimum value is $16$,16
prm-de925ec448909016|run4|deleted,target_delete,1,0,mismatch,12^{ ext{th}} grade,12
prm-de925ec448909016|placebo1|step5,placebo_delete,1,0,mismatch,12th grade,12
prm-de925ec448909016|placebo2|step3,placebo_delete,1,0,mismatch,12th grade,12
prm-c1d4d174440821f2|run3|control,control,1,0,mismatch,$AF^2 + BF^2 + CF^2 = rac{1}{3}(a^2 + b^2 + c^2) + rac{1}{3}(9R^2 - a^2 - b^2 - ,3R^2
prm-c1d4d174440821f2|run4|control,control,1,0,mismatch,$AF^2 + BF^2 + CF^2 = rac{1}{3}(a^2 + b^2 + c^2) + rac{1}{3}(9R^2 - a^2 - b^2 - ,3R^2
prm-70a2e3a4f8362a3d|placebo1|step2,placebo_delete,1,0,mismatch,$ P = \frac{2}{3} $,\frac{2}{3}
prm-a7ee94dec2e0a9cc|placebo3|step0,placebo_delete,1,0,mismatch,\frac{\sqrt{13}}{\sqrt{169}} = \frac{\sqrt{13}}{13},\frac{5}{13}
prm-62cd37cf091fe105|run1|control,control,1,0,mismatch,The number of trailing zeros in $42!$ is $\left\lfloor \frac{42}{5} \right\rfloo,9
prm-62cd37cf091fe105|run3|control,control,1,0,mismatch,The number of trailing zeros in $42!$ is $\left\lfloor \frac{42}{5} \right\rfloo,9
prm-62cd37cf091fe105|run4|control,control,1,0,mismatch,The number of trailing zeros in $42!$ is $\left\lfloor \frac{42}{5} \right\rfloo,9
prm-5c51e282ba7208e7|placebo2|step2,placebo_delete,1,0,mismatch,x = 6,6
prm-1e1ebbda6644be84|run2|control,control,0,1,string_match,58500,"58,500"
prm-eadb47af80561526|run1|control,control,1,0,mismatch,Chris is currently 10 years old.,10
prm-eadb47af80561526|run4|control,control,1,0,mismatch,Chris is currently 10 years old.,10
prm-378914f040c48223|run2|deleted,target_delete,1,0,mismatch,$AF^2 + BF^2 + CF^2 = rac{1}{3}(a^2 + b^2 + c^2) + rac{1}{3}(9R^2 - a^2 - b^2 - ,3R^2
prm-378914f040c48223|run3|deleted,target_delete,1,0,mismatch,$AF^2 + BF^2 + CF^2 = rac{1}{3}(a^2 + b^2 + c^2) + rac{1}{3}(9R^2 - a^2 - b^2 - ,3R^2
prm-378914f040c48223|run4|deleted,target_delete,1,0,mismatch,$AF^2 + BF^2 + CF^2 = rac{1}{3}(a^2 + b^2 + c^2) + rac{1}{3}(9R^2 - a^2 - b^2 - ,3R^2
prm-0d673acec3561559|run1|deleted,target_delete,1,0,mismatch,The 8th grade should have 10 representatives.,10
prm-0d673acec3561559|run2|control,control,1,0,mismatch,The 8th grade should have 10 representatives.,10
prm-0d673acec3561559|run4|deleted,target_delete,1,0,mismatch,The 8th grade should have 10 representatives.,10
prm-c3e6885bc7f884e7|run1|control,control,1,0,mismatch,\boxed{\frac{4}{3}},\frac43
prm-c3e6885bc7f884e7|run1|deleted,target_delete,1,0,mismatch,\boxed{\frac{4}{3}},\frac43
prm-c3e6885bc7f884e7|run2|control,control,1,0,mismatch,\boxed{\frac{4}{3}},\frac43
prm-c3e6885bc7f884e7|run2|deleted,target_delete,1,0,mismatch,\boxed{\frac{4}{3}},\frac43
prm-c3e6885bc7f884e7|run3|control,control,1,0,mismatch,\boxed{\frac{4}{3}},\frac43
prm-c3e6885bc7f884e7|run3|deleted,target_delete,1,0,mismatch,\boxed{\frac{4}{3}},\frac43
prm-c3e6885bc7f884e7|run4|control,control,1,0,mismatch,\boxed{\frac{4}{3}},\frac43
prm-c3e6885bc7f884e7|run4|deleted,target_delete,1,0,mismatch,\boxed{\frac{4}{3}},\frac43
prm-e319831ecda4ad73|placebo1|step6,placebo_delete,1,0,mismatch,26 * 25 * 10 * 9 = 58500,"58,500"
prm-e319831ecda4ad73|placebo2|step3,placebo_delete,1,0,mismatch,26 × 25 × 10 × 9 = 58500,"58,500"
prm-e319831ecda4ad73|placebo3|step5,placebo_delete,1,0,mismatch,The total number of license plates is 26 * 25 * 10 * 9 = 58500.,"58,500"
prm-5699f280aa96d018|run3|deleted,target_delete,0,1,string_match,-5,-5
prm-015f040f29e2b298|run1|control,control,1,0,mismatch,\boxed{\frac{9}{19}},\frac9{19}
prm-015f040f29e2b298|run2|control,control,1,0,mismatch,\boxed{\frac{9}{19}},\frac9{19}
prm-015f040f29e2b298|run3|control,control,1,0,mismatch,\frac{9}{19},\frac9{19}
prm-015f040f29e2b298|run4|control,control,1,0,mismatch,\boxed{\frac{9}{19}},\frac9{19}
prm-015f040f29e2b298|placebo3|step1,placebo_delete,1,0,mismatch,\frac{9}{19},\frac9{19}
prm-015f040f29e2b298|placebo4|step5,placebo_delete,1,0,mismatch,\frac{9}{19},\frac9{19}
prm-36e206fe8afae4f8|run1|control,control,1,0,mismatch,\frac{5}{9},\frac 59
prm-36e206fe8afae4f8|run1|deleted,target_delete,1,0,mismatch,\frac{5}{9},\frac 59
prm-36e206fe8afae4f8|run2|control,control,1,0,mismatch,\frac{5}{9},\frac 59
prm-36e206fe8afae4f8|run2|deleted,target_delete,1,0,mismatch,\frac{5}{9},\frac 59
prm-36e206fe8afae4f8|run3|control,control,1,0,mismatch,\frac{5}{9},\frac 59
prm-36e206fe8afae4f8|run3|deleted,target_delete,1,0,mismatch,\frac{5}{9},\frac 59
prm-36e206fe8afae4f8|run4|control,control,1,0,mismatch,\frac{5}{9},\frac 59
prm-36e206fe8afae4f8|run4|deleted,target_delete,1,0,mismatch,\frac{5}{9},\frac 59
prm-36e206fe8afae4f8|placebo1|step5,placebo_delete,1,0,mismatch,\frac{5}{9},\frac 59
prm-36e206fe8afae4f8|placebo2|step8,placebo_delete,1,0,mismatch,\frac{5}{9},\frac 59
prm-36e206fe8afae4f8|placebo3|step2,placebo_delete,1,0,mismatch,\frac{5}{9},\frac 59
prm-36e206fe8afae4f8|placebo4|step11,placebo_delete,1,0,mismatch,\frac{5}{9},\frac 59
prm-64b8dd81d152bc1a|placebo1|step0,placebo_delete,1,0,mismatch,\frac{1}{2} \sqrt{(-8)^2 + 10^2 + 4^2} = \frac{1}{2} \sqrt{64 + 100 + 16} = \fra,3 \sqrt{5}
prm-901a3aa77c6c4dc2|run2|deleted,target_delete,1,0,mismatch,2 + 2 + 3 + 6 = 13,13
prm-901a3aa77c6c4dc2|run4|deleted,target_delete,1,0,mismatch,2 + 2 + 3 + 6 = 13,13
prm-b51dfeb3b8305067|placebo3|step14,placebo_delete,1,0,mismatch,\begin{pmatrix} -\frac{1}{3} \\ \frac{2}{3} \\ \frac{5}{3} \end{pmatrix},\begin{pmatrix} -1/3 \\ 2/3 \\ 5/3 \end{pmatrix}
prm-80def83e2346512b|run1|control,control,1,0,mismatch,$- rac{3}{8}$,-\frac{3}{8}
prm-80def83e2346512b|run2|control,control,1,0,mismatch,$- rac{3}{8}$,-\frac{3}{8}
prm-80def83e2346512b|run3|control,control,1,0,mismatch,$- rac{3}{8}$,-\frac{3}{8}
prm-80def83e2346512b|run4|control,control,1,0,mismatch,$- rac{3}{8}$,-\frac{3}{8}
prm-80def83e2346512b|placebo2|step8,placebo_delete,1,0,mismatch,$- rac{3}{8}$,-\frac{3}{8}
prm-e164a92c13c4f1d6|run1|control,control,1,0,mismatch,\frac{4}{3},\frac43
prm-e164a92c13c4f1d6|run1|deleted,target_delete,1,0,mismatch,\frac{4}{3},\frac43
prm-e164a92c13c4f1d6|run2|control,control,1,0,mismatch,\frac{4}{3},\frac43
prm-e164a92c13c4f1d6|run2|deleted,target_delete,1,0,mismatch,\frac{4}{3},\frac43
prm-e164a92c13c4f1d6|run3|control,control,1,0,mismatch,\frac{4}{3},\frac43
prm-e164a92c13c4f1d6|run3|deleted,target_delete,1,0,mismatch,\frac{4}{3},\frac43
prm-e164a92c13c4f1d6|run4|control,control,1,0,mismatch,\frac{4}{3},\frac43
prm-e164a92c13c4f1d6|run4|deleted,target_delete,1,0,mismatch,\frac{4}{3},\frac43
prm-fea1ec494dc61cd4|run2|control,control,1,0,mismatch,"The roots are $x = 3$, $x = 5$, and $x = 7$.","3, 5, 7"
prm-fea1ec494dc61cd4|run2|deleted,target_delete,1,0,mismatch,"The roots of the equation are $x = 3$, $x = 5$, and $x = 7$.","3, 5, 7"
prm-fea1ec494dc61cd4|run3|control,control,1,0,mismatch,"The roots are $x = 3$, $x = 5$, and $x = 7$.","3, 5, 7"
prm-fea1ec494dc61cd4|run3|deleted,target_delete,1,0,mismatch,"The roots of the equation are $x = 3$, $x = 5$, and $x = 7$.","3, 5, 7"
prm-fea1ec494dc61cd4|run4|control,control,1,0,mismatch,"The roots are $x = 3$, $x = 5$, and $x = 7$.","3, 5, 7"
prm-fea1ec494dc61cd4|placebo3|step6,placebo_delete,1,0,mismatch,"The roots are $x = 3$, $x = 5$, and $x = 7$.","3, 5, 7"
prm-dfdb549c682c7822|run1|deleted,target_delete,1,0,mismatch,$x = 2$,2
prm-dfdb549c682c7822|run2|deleted,target_delete,1,0,mismatch,$x = 2$,2
prm-dfdb549c682c7822|run3|deleted,target_delete,1,0,mismatch,$x = 2$,2
prm-dfdb549c682c7822|run4|deleted,target_delete,1,0,mismatch,$x = 2$,2
prm-dfdb549c682c7822|placebo1|step0,placebo_delete,1,0,mismatch,$x = 2$,2
prm-cd2eef413f1492b7|run2|deleted,target_delete,1,0,mismatch,The 2003rd term of the sequence is $ a_{2003} = 1 + (2003 - 1) imes 2 = 1 + 2002,4005
prm-cd2eef413f1492b7|run4|deleted,target_delete,1,0,mismatch,The 2003rd term of the sequence is $ a_{2003} = 1 + (2003 - 1) imes 2 = 1 + 2002,4005
prm-e57bd8bedd80b00d|run1|control,control,1,0,mismatch,E,\text{(E)}
prm-e57bd8bedd80b00d|run3|control,control,1,0,mismatch,E,\text{(E)}
prm-e57bd8bedd80b00d|run3|deleted,target_delete,1,0,mismatch,E,\text{(E)}
prm-e57bd8bedd80b00d|run4|control,control,1,0,mismatch,E,\text{(E)}
prm-e57bd8bedd80b00d|placebo1|step0,placebo_delete,1,0,mismatch,E,\text{(E)}
prm-932de7bca0e7c93d|run1|control,control,1,0,mismatch,Chris is currently 10 years old.,10
prm-932de7bca0e7c93d|run2|control,control,1,0,mismatch,Chris is currently 10 years old.,10
prm-932de7bca0e7c93d|run2|deleted,target_delete,1,0,mismatch,Chris is currently 10 years old.,10
prm-932de7bca0e7c93d|run3|control,control,1,0,mismatch,Chris is currently 10 years old.,10
prm-932de7bca0e7c93d|run3|deleted,target_delete,1,0,mismatch,Chris is currently 10 years old.,10
prm-932de7bca0e7c93d|run4|control,control,1,0,mismatch,Chris is currently 10 years old.,10
prm-932de7bca0e7c93d|run4|deleted,target_delete,1,0,mismatch,Chris is currently 10 years old.,10
prm-932de7bca0e7c93d|placebo4|step16,placebo_delete,1,0,mismatch,Chris is currently 10 years old.,10
prm-39b8f0d9babefef6|run1|control,control,1,0,mismatch,"The number of ways is $ 3! imes S(6, 3) $, where $ S(6, 3) $ is the Stirling num",540
prm-39b8f0d9babefef6|run2|control,control,1,0,mismatch,"The number of ways is $ 3! imes S(6, 3) $, where $ S(6, 3) $ is the Stirling num",540
prm-23e70faea1873d2b|run1|deleted,target_delete,1,0,mismatch,2 \times 5! \times 5! = 2 \times 120 \times 120 = 28800,28800
prm-23e70faea1873d2b|run2|deleted,target_delete,1,0,mismatch,2 \times 5! \times 5! = 2 \times 120 \times 120 = 28800,28800
prm-23e70faea1873d2b|run3|deleted,target_delete,1,0,mismatch,2 \times 5! \times 5! = 2 \times 120 \times 120 = 28800,28800
prm-23e70faea1873d2b|run4|deleted,target_delete,1,0,mismatch,2 \times 5! \times 5! = 2 \times 120 \times 120 = 28800,28800
prm-d8dd25afa49d220a|run2|deleted,target_delete,1,0,mismatch,"\frac{159.75}{10} = 15.975 inches, which can be expressed as the fraction $\frac",\frac{639}{40}
prm-d8dd25afa49d220a|run3|deleted,target_delete,1,0,mismatch,"\frac{159.75}{10} = 15.975 inches, which can be expressed as the fraction $\frac",\frac{639}{40}
prm-d8dd25afa49d220a|run4|deleted,target_delete,1,0,mismatch,"\frac{159.75}{10} = 15.975 inches, which can be expressed as the fraction $\frac",\frac{639}{40}
prm-30611e95e1fdab2f|run2|control,control,1,0,mismatch,$h + k + a + b = -3 + 2 + 12 + 5 = 16$,16
prm-30611e95e1fdab2f|run3|control,control,1,0,mismatch,$h + k + a + b = -3 + 2 + 12 + 5 = 16$,16
prm-30611e95e1fdab2f|run4|control,control,1,0,mismatch,$h + k + a + b = -3 + 2 + 12 + 5 = 16$,16
prm-a1de62b9ef1cf246|run1|control,control,1,0,mismatch,36 seconds,36
prm-a1de62b9ef1cf246|run2|control,control,1,0,mismatch,36 seconds,36
prm-a1de62b9ef1cf246|run3|control,control,1,0,mismatch,36 seconds,36
prm-a1de62b9ef1cf246|run4|control,control,1,0,mismatch,36 seconds,36
prm-809326ad29e9fe7f|run1|control,control,1,0,mismatch,"(5, ∞)","(5,\infty)"
prm-809326ad29e9fe7f|run1|deleted,target_delete,1,0,mismatch,"(5, ∞)","(5,\infty)"
prm-809326ad29e9fe7f|run2|control,control,1,0,mismatch,"(5, ∞)","(5,\infty)"
prm-809326ad29e9fe7f|run2|deleted,target_delete,1,0,mismatch,"(5, ∞)","(5,\infty)"
prm-809326ad29e9fe7f|run3|control,control,1,0,mismatch,"(5, ∞)","(5,\infty)"
prm-809326ad29e9fe7f|run3|deleted,target_delete,1,0,mismatch,"(5, ∞)","(5,\infty)"
prm-809326ad29e9fe7f|run4|control,control,1,0,mismatch,"(5, ∞)","(5,\infty)"
prm-809326ad29e9fe7f|run4|deleted,target_delete,1,0,mismatch,"(5, ∞)","(5,\infty)"
prm-809326ad29e9fe7f|placebo1|step3,placebo_delete,1,0,mismatch,"(5, ∞)","(5,\infty)"
prm-809326ad29e9fe7f|placebo2|step1,placebo_delete,1,0,mismatch,"(5, ∞)","(5,\infty)"
